Subject,Age,Sex,World,VE_sequence,NovelFamiliar,LearningType,NS,ArousalPre,MoodPre,ArousalPost,MoodPost,TimeRaw,TimeRawTrimmed,TimeTrimmed,IdleTime,PathLength_Y,PathLength,AreaCovered,RoamingEntropy,MinimumPolygon,ObjectsVisited,ObjectsVisited20,ObjectVisits,ObjectVisits20,ObjectRevisits,Revisiting,Sinuosity,FractalDimension,numTurningPointsFlight160,numTurningPointsFlight180,numTurningPointsRaw160,numTurningPointsRaw180,AreaEfficiency,ObjectEfficiency,StepLengthCoeffVar,LagStepsPercent
565,44.0,female,Pink,PinkPink,familiar,deep,12.0,2.0,7.0,2.0,7.0,1389,971,1050,812,14.899999999999972,84.1380540655762,5.0,0.22623847048920395,288.55174560000023,3.0,5.0,4.0,6.0,1.0,36.35523809523809,0.3973392667001893,1.0192175312456755,1,0,0,0,0.059426142612034494,0.0356556855672207,0.30607616305654217,0.0
567,8.0,female,Green,GreenPink,novel,deep,13.0,1.0,7.0,1.0,2.0,2821,2316,1233,1041,14.2,76.59658087348794,7.0,0.29768482666342544,344.86863999999986,4.0,5.0,4.0,5.0,0.0,0.025952960259529603,0.2564394244904063,1.0050067028599206,0,0,0,0,0.09138789121098853,0.05222165212056487,0.3193511947758138,0.0
568,21.0,male,Green,GreenGreen,familiar,deep,25.0,6.0,8.0,7.0,8.0,2942,2108,1076,612,38.199999999999996,231.83051796259912,16.0,0.38878932845855335,2812.5624142066667,8.0,10.0,11.0,13.0,3.0,36.932156133829,0.4545612750167039,1.029926166641041,1,1,0,0,0.06901593517804785,0.03450796758902393,0.3423143901363525,0.0
569,12.0,male,Pink,PinkGreen,novel,deep,16.0,5.0,8.0,7.0,8.0,1618,1410,1309,546,57.299999999999926,366.81594420144575,30.0,0.5139781496978686,5878.9503978,11.0,13.0,13.0,24.0,2.0,6.3346065699006875,0.33407750522205015,1.0137760334739698,2,0,0,0,0.08178488551066031,0.02998779135390878,0.34274574023593934,0.0
570,11.0,male,Pink,PinkPink,familiar,deep,8.0,4.0,7.0,5.0,4.0,1642,1403,1283,250,73.2999999999999,503.2178314841494,33.0,0.5420219216548616,7374.31122126,11.0,14.0,17.0,21.0,6.0,19.402961808261885,0.3613494042191191,1.020292331189189,3,1,1,0,0.06557796233625607,0.021859320778752023,0.34969127494959085,0.0
571,15.0,male,Pink,PinkGreen,novel,deep,10.0,7.0,8.0,7.0,8.0,1495,1272,1278,391,62.9999999999999,444.96174144853387,23.0,0.47548488983482007,4156.774660000001,10.0,12.0,18.0,24.0,8.0,33.220657276995304,0.46964565917550755,1.031040496977839,3,1,2,1,0.05168983725460423,0.022473842284610534,0.25621090120626816,0.0
572,10.0,male,Pink,PinkPink,familiar,deep,10.0,1.0,9.0,1.0,9.0,1800,1638,1366,333,81.49999999999991,535.1393888625478,38.0,0.56867278848678,8588.378882873338,14.0,18.0,20.0,25.0,6.0,12.520497803806736,0.2837786107499325,1.0129035968265985,2,1,1,0,0.07100953656349228,0.02616140820760242,0.35316165885129686,0.0
573,11.0,female,Green,GreenGreen,familiar,deep,9.0,3.0,1.0,1.0,9.0,3059,2722,1336,737,48.199999999999996,287.5959700976776,15.0,0.37803898578478096,2556.1322864000003,7.0,9.0,12.0,12.0,5.0,46.000748502994014,0.6543987735876092,1.055204893614141,2,0,1,1,0.05215650273161157,0.024339701274752063,0.38379384864902427,0.0
574,10.0,female,Green,GreenPink,novel,deep,8.0,6.0,7.0,5.0,7.0,2543,1936,1143,477,52.0,335.27569076042175,25.0,0.5126078706257555,5405.541703386666,12.0,13.0,16.0,15.0,4.0,9.42169728783902,0.42768902522923047,1.0231976942043253,4,0,3,3,0.07456550143345846,0.035791440688060054,0.28694159210997683,0.0
575,66.0,female,Pink,PinkPink,familiar,deep,23.0,7.0,7.0,6.0,8.0,1714,1429,1252,1071,13.899999999999993,57.73727745489936,5.0,0.24215085377431497,209.11405696000003,1.0,2.0,2.0,3.0,1.0,83.34824281150159,0.44418239457959946,1.025473882073809,0,0,0,0,0.08659916470612383,0.017319832941224765,0.3892116440440372,0.0
