Subject,Age,Sex,World,VE_sequence,NovelFamiliar,LearningType,NoveltySeeking,ExploratoryExcitability,Impulsiveness,Extravagance,Disorderliness,Total,ArousalPre,MoodPre,ArousalPost,MoodPost,TimeRaw,IdleSteps2d,DistanceTravelledY,DistanceTravelled2d_100ms,AreaCoveredRaw_14,RoamingEntropy_14,ObjectsVisited10,ObjectVisits10,RevisitingGagnon14,StepLengthCoeffVar,LagStepsPercent3xMedian,LagStepsPercent4xMedian,LagStepsPercent5xMedian,trimLoss,SinuosityRediscretized,FractalDimension,numTurningPointsFlight150,numTurningPointsFlight160,numTurningPointsFlight170,numTurningPointsFlight180,numTurningPointsRaw150,numTurningPointsRaw160,numTurningPointsRaw170,numTurningPointsRaw180
698.0,41.0,male,Pink,PinkGreen,novel,deep,19.0,7.0,4.0,2.0,6.0,19.0,3.0,9.0,3.0,8.0,2178,481,79.4999999999999,499.6842054170627,33.0,0.5541448996463924,11.0,18.0,14.06533435818601,0.34196120012788844,0.0,0.0,0.0,200,0.37712983054491717,1.0199005599618265,5,5,4,1,4,3,3,3
699.0,8.0,male,Green,GreenGreen,familiar,deep,11.0,,,,,,4.0,9.0,5.0,8.0,2888,570,73.2,420.9253798667923,23.0,0.4899591101769546,9.0,12.0,21.28530050687907,0.3253503173004904,0.0,0.0,0.0,120,0.8498460660890003,1.0877941627207863,2,2,2,2,3,3,3,0
700.0,10.0,female,Pink,PinkPink,familiar,deep,12.0,,,,,,4.0,8.0,5.0,9.0,2552,984,55.59999999999997,250.547455265069,25.0,0.48086263797455336,6.0,6.0,1.8041237113402062,0.3823406972008555,0.0,0.0,0.0,143,0.3232909663777233,1.0144255408343796,1,1,1,0,0,0,0,0
701.0,8.0,male,Green,GreenPink,novel,deep,10.0,,,,,,7.0,8.0,7.0,8.0,2744,759,107.19999999999999,359.5062118620063,26.0,0.49072250095363357,10.0,13.0,10.24557351809084,0.3687756682135715,0.0,0.0,0.0,202,0.3542296580555004,1.0160644700776915,2,2,2,1,0,0,0,0
702.0,8.0,male,Green,GreenGreen,familiar,deep,12.0,,,,,,9.0,9.0,5.0,7.0,4217,901,7079.299999999999,276.5433527999055,21.0,0.4370762834945561,5.0,6.0,9.497063142437591,0.5121767254854158,0.010286554004408524,0.0,0.0,139,0.42466835613408066,1.0156638230515842,1,1,1,0,0,0,0,0
704.0,8.0,male,Pink,PinkGreen,novel,deep,9.0,,,,,,7.0,9.0,8.0,9.0,2549,500,77.49999999999996,436.0160322051204,31.0,0.5404963384755807,8.0,11.0,12.951902368987795,0.4294721262383271,0.0,0.0,0.0,108,0.36859924769721714,1.0150229663619148,2,2,2,0,2,2,2,2
705.0,46.0,male,Pink,PinkPink,familiar,deep,20.0,8.0,3.0,3.0,6.0,20.0,4.0,8.0,4.0,8.0,2307,603,64.29999999999994,406.07613993976884,36.0,0.5616887832809184,13.0,15.0,6.04375,0.38681575535869184,0.0,0.0,0.0,221,0.35124279019029797,1.0167386274039558,2,2,2,1,1,1,1,1
706.0,11.0,female,Green,GreenPink,novel,deep,9.0,,,,,,5.0,8.0,5.0,8.0,2347,984,38.99999999999999,234.9545498073189,19.0,0.42240220552819613,7.0,10.0,40.47473073736537,0.4052215165441141,0.0008291873963515755,0.0,0.0,294,0.28025243000579525,1.0075936292802525,0,0,0,0,0,0,0,0
707.0,11.0,male,Green,GreenGreen,familiar,deep,7.0,,,,,,4.0,7.0,7.0,8.0,3122,601,126.5,446.94774143517077,35.0,0.5546365423713885,14.0,17.0,11.3296875,0.3454878770630235,0.0,0.0,0.0,221,0.29758065956639623,1.0128548168109834,1,0,0,0,2,1,1,1
708.0,24.0,female,Green,GreenPink,novel,deep,13.0,5.0,1.0,1.0,6.0,13.0,3.0,7.0,4.0,8.0,2571,956,42.79999999999998,270.12097305023576,23.0,0.48120872853542285,10.0,13.0,5.591194968553459,0.29723713820528486,0.0,0.0,0.0,229,0.32343656430628726,1.011539607619464,1,1,1,0,1,0,0,0
709.0,25.0,male,Pink,PinkPink,familiar,deep,15.0,6.0,4.0,2.0,3.0,15.0,2.0,9.0,2.0,9.0,2150,620,67.59999999999991,425.0317634233675,27.0,0.48128966425250486,12.0,15.0,24.34533702677747,0.32665427985370254,0.0,0.0,0.0,418,0.5341496956846782,1.0351551383495656,5,5,4,1,2,2,2,2
710.0,16.0,female,Green,GreenGreen,familiar,deep,8.0,,,,,,6.0,9.0,7.0,6.0,3003,574,77.99999999999999,440.62089184123636,30.0,0.53822221004348,8.0,11.0,15.787459283387623,0.37902937205368753,0.0,0.0,0.0,273,0.3260416113215716,1.018797658593587,2,2,1,0,4,4,4,4
711.0,68.0,male,Pink,PinkPink,familiar,deep,12.0,5.0,0.0,3.0,4.0,12.0,6.0,8.0,4.0,8.0,2244,1270,13.399999999999983,76.09905192882547,4.0,0.1989779700220785,2.0,3.0,32.40138408304498,0.43240512422299643,0.0,0.0,0.0,345,1.2353824298304024,1.120384204151076,0,0,0,0,3,3,3,3
713.0,9.0,male,Green,GreenGreen,familiar,deep,14.0,,,,,,3.0,9.0,1.0,9.0,2748,851,62.29999999999999,351.64683424958815,17.0,0.4076764139574639,8.0,14.0,49.433872502378684,0.26729380027394967,0.0,0.0,0.0,450,0.37308377169369356,1.0240366989309198,3,3,3,0,0,0,0,0
715.0,38.0,male,Pink,PinkPink,familiar,deep,16.0,5.0,3.0,3.0,5.0,16.0,4.0,7.0,5.0,7.0,2112,423,136.79999999999993,485.89817423244693,36.0,0.5481689503145901,13.0,14.0,2.864355689525245,0.33925165818698494,0.0,0.0,0.0,174,0.6712252355067959,1.0643521478393012,1,1,1,0,3,3,1,1
716.0,38.0,female,Green,GreenPink,novel,deep,17.0,5.0,2.0,5.0,5.0,17.0,3.0,9.0,3.0,9.0,2747,504,82.29999999999998,497.28626159499913,31.0,0.5472522172182452,15.0,20.0,15.150735294117647,0.35631137993100387,0.0,0.0,0.0,141,0.3229961595687901,1.016580351283435,2,2,1,1,1,1,1,0
717.0,38.0,male,Pink,PinkGreen,novel,deep,24.0,6.0,6.0,5.0,7.0,24.0,2.0,8.0,2.0,8.0,2091,526,72.79999999999993,434.0235032481879,32.0,0.5407255616139293,12.0,15.0,13.337709700948214,0.3584970129274462,0.0,0.0,0.0,130,0.32830086850592977,1.0152727946815818,2,2,2,1,3,3,1,1
718.0,46.0,male,Pink,PinkPink,familiar,deep,21.0,3.0,5.0,5.0,8.0,21.0,3.0,8.0,4.0,8.0,2434,670,52.49999999999994,326.16552195141094,31.0,0.5162676253095219,9.0,10.0,5.854768786127168,0.42757193561893414,0.0,0.0,0.0,117,0.24793652603918978,1.0095758421324992,1,0,0,0,0,0,0,0
719.0,33.0,female,Green,GreenPink,novel,deep,20.0,6.0,3.0,3.0,8.0,20.0,5.0,9.0,5.0,8.0,2529,299,98.19999999999997,599.0076665078841,41.0,0.5982714564873166,12.0,17.0,12.325439266615737,0.30151963249177705,0.0,0.0,0.0,192,0.42634605099246176,1.0310540877403893,2,1,1,0,1,1,1,1
720.0,20.0,female,Pink,PinkGreen,novel,deep,18.0,7.0,3.0,3.0,5.0,18.0,8.0,8.0,8.0,9.0,2365,1170,23.99999999999998,149.6317854664072,12.0,0.36930156839865885,5.0,6.0,62.043512043512045,0.36863876672280377,0.0,0.0,0.0,214,0.3474822914743366,1.0143718901506864,1,1,0,0,0,0,0,0
721.0,77.0,male,Green,GreenPink,novel,deep,15.0,6.0,2.0,1.0,6.0,15.0,5.0,8.0,3.0,8.0,2808,1049,34.80000000000001,215.17562205095314,15.0,0.3814675274875355,9.0,10.0,7.2814107274063185,0.3178553899033601,0.0,0.0,0.0,140,0.33742815922841446,1.014378379236702,1,1,1,1,1,1,1,1
722.0,10.0,female,Green,GreenPink,novel,deep,8.0,,,,,,5.0,7.0,5.0,8.0,2670,1137,29.4,128.70906123697682,10.0,0.3096841852774651,5.0,6.0,0.010300429184549357,0.44404987288009595,0.000859106529209622,0.0,0.0,336,0.4972979379928853,1.0232450592527615,0,0,0,0,4,4,2,2
723.0,22.0,male,Green,GreenGreen,familiar,deep,19.0,6.0,5.0,3.0,5.0,19.0,4.0,8.0,4.0,8.0,3954,585,6411.099999999999,551.13684457151,42.0,0.5148056477559232,9.0,10.0,2.8501506024096384,0.4039691009845627,0.0,0.0,0.0,173,0.27890374176946237,1.0105910229339745,2,1,0,0,0,0,0,0
724.0,41.0,male,Pink,PinkPink,familiar,deep,16.0,8.0,4.0,0.0,4.0,16.0,7.0,9.0,8.0,8.0,2741,435,80.39999999999995,470.61760711590324,40.0,0.5907690585816375,12.0,12.0,1.1278982797307404,0.4625471286146725,0.0,0.0,0.0,164,0.34318078098327937,1.016718830162913,1,1,0,0,2,2,0,0
725.0,8.0,male,Pink,PinkGreen,novel,deep,12.0,,,,,,5.0,7.0,5.0,7.0,2513,304,109.69999999999989,602.5027479994744,45.0,0.6092595570827755,14.0,19.0,10.467511885895403,0.41182057290769325,0.0,0.0,0.0,239,0.24642164417230553,1.011133655973067,0,0,0,0,0,0,0,0
727.0,12.0,female,Green,GreenPink,novel,deep,10.0,,,,,,5.0,7.0,7.0,7.0,2801,432,102.29999999999998,539.7553809702126,52.0,0.6373072907951747,9.0,10.0,0.5949764521193093,0.35351199967027563,0.0,0.0,0.0,227,0.25596422818150105,1.0070650532566572,0,0,0,0,0,0,0,0
728.0,14.0,female,Green,GreenPink,novel,deep,12.0,,,,,,3.0,8.0,2.0,8.0,2643,1050,40.999999999999986,238.78676238830488,20.0,0.3985663539944721,6.0,7.0,0.47332768839966133,0.3091637618578207,0.0,0.0,0.0,320,0.35989366005030077,1.0147503344442055,1,0,0,0,1,1,1,1
730.0,16.0,male,Pink,PinkPink,familiar,deep,12.0,,,,,,1.0,9.0,2.0,8.0,2628,404,126.69999999999995,486.6935304254185,34.0,0.553961609559241,9.0,10.0,6.330798479087452,0.4285026545365555,0.0,0.0,0.0,186,0.5415452723147021,1.0431071504740212,1,0,0,0,3,3,3,1
731.0,50.0,male,Pink,PinkGreen,novel,deep,20.0,5.0,5.0,5.0,5.0,20.0,3.0,7.0,4.0,7.0,2121,312,89.8999999999999,560.6620575439447,42.0,0.5960005686472502,17.0,22.0,8.168301886792452,0.36506887694166407,0.0,0.0,0.0,176,0.36928771223690343,1.0148684352631565,2,2,2,2,1,1,1,1
732.0,29.0,male,Green,GreenGreen,familiar,deep,19.0,,,,,,8.0,9.0,7.0,9.0,2563,621,74.69999999999999,424.22145848023405,33.0,0.5479479772591639,10.0,11.0,4.566616766467066,0.28362877587930574,0.0,0.0,0.0,165,0.5807212466396348,1.0453266357099573,0,0,0,0,3,3,3,3
733.0,10.0,female,Pink,PinkGreen,novel,deep,10.0,,,,,,6.0,7.0,8.0,8.0,2218,969,41.89999999999995,263.47180699819125,24.0,0.4549660631458644,10.0,12.0,8.085087719298246,0.29964268110147974,0.0,0.0,0.0,361,0.3406700448684851,1.0143788198245072,2,2,1,0,1,1,1,1
734.0,43.0,male,Pink,PinkPink,familiar,deep,13.0,5.0,2.0,2.0,4.0,13.0,2.0,7.0,1.0,7.0,2423,747,54.899999999999935,354.16580490345433,26.0,0.46378864048521273,12.0,15.0,9.3125,0.3818050839494302,0.0,0.0,0.0,125,0.35463682318973133,1.0173975669131754,3,3,3,2,5,4,4,4
735.0,25.0,female,Pink,PinkGreen,novel,deep,7.0,3.0,0.0,3.0,1.0,7.0,6.0,8.0,4.0,7.0,2080,854,47.69999999999994,236.42953782443868,12.0,0.396841086631583,5.0,9.0,66.95803183791607,0.32593004632483813,0.0,0.0,0.0,119,0.47598686199477636,1.0294624805489838,2,2,1,0,1,1,1,1
736.0,8.0,female,Green,GreenPink,novel,deep,13.0,,,,,,5.0,8.0,6.0,8.0,2592,1028,37.39999999999999,224.05904030861507,16.0,0.42523443742973244,9.0,12.0,16.64758064516129,0.33357897774453366,0.0,0.0,0.0,261,0.3932528582562542,1.0215655639738497,2,2,2,1,4,4,4,3
737.0,12.0,female,Green,GreenGreen,familiar,deep,11.0,,,,,,5.0,7.0,2.0,7.0,2775,535,78.29999999999998,489.1530994581908,22.0,0.4848893961965876,11.0,22.0,54.70824053452116,0.3257810608758988,0.0,0.0,0.0,154,0.4786109039126118,1.032026184172575,4,4,2,0,1,1,1,0
738.0,44.0,female,Pink,PinkGreen,novel,deep,22.0,5.0,6.0,6.0,5.0,22.0,1.0,8.0,1.0,8.0,2113,941,38.199999999999946,201.78310149168487,19.0,0.4402598161322569,8.0,9.0,17.100151745068285,0.3421262548860525,0.0,0.0,0.0,183,0.347491723400124,1.0140715666733722,1,1,1,0,0,0,0,0
739.0,11.0,female,Green,GreenPink,novel,deep,6.0,,,,,,7.0,9.0,9.0,9.0,2553,606,73.6,460.23254251065623,29.0,0.5308458499784414,14.0,20.0,17.254180602006688,0.2802445934788733,0.0,0.0,0.0,305,0.35992503591281955,1.0149607943648178,3,3,2,0,0,0,0,0
740.0,45.0,male,Pink,PinkPink,familiar,deep,18.0,7.0,5.0,3.0,3.0,18.0,1.0,7.0,1.0,9.0,2646,308,94.69999999999992,555.6746129932058,48.0,0.6132268643987019,14.0,17.0,6.7809315866084425,0.41930374340568893,0.0,0.0,0.0,127,0.23974057870158139,1.0054919378968499,1,1,1,0,0,0,0,0
741.0,12.0,male,Pink,PinkGreen,novel,deep,14.0,,,,,,7.0,8.0,8.0,8.0,2118,419,90.09999999999991,499.10439560493995,30.0,0.5289370219614408,11.0,19.0,29.19610670511896,0.3737094637653208,0.0,0.0,0.0,114,0.34544494245996005,1.0177562239344822,3,3,2,1,2,2,2,2
742.0,40.0,female,Green,GreenGreen,familiar,deep,20.0,5.0,1.0,7.0,7.0,20.0,5.0,9.0,5.0,9.0,2748,403,90.5,556.0625636809673,36.0,0.5781544125524399,14.0,21.0,17.51469480030143,0.2971310458773556,0.0,0.0,0.0,174,0.24467477586512296,1.0103863780221216,3,2,1,0,0,0,0,0
743.0,8.0,male,Pink,PinkGreen,novel,deep,12.0,,,,,,7.0,9.0,1.0,9.0,2334,840,48.29999999999994,306.38845124556985,27.0,0.4596063772706191,10.0,11.0,2.1805887032617344,0.3665968156760935,0.0,0.0,0.0,244,0.35248813892008546,1.02006225099263,1,1,1,1,0,0,0,0
744.0,49.0,male,Pink,PinkGreen,novel,deep,20.0,5.0,6.0,3.0,6.0,20.0,3.0,7.0,3.0,7.0,2066,626,68.09999999999991,435.5373750368791,30.0,0.5214232727084226,12.0,15.0,13.91812865497076,0.33509588558536196,0.0,0.0,0.0,304,0.3033787871608554,1.0112445869556996,2,2,1,0,1,1,1,1
746.0,12.0,male,Pink,PinkPink,familiar,deep,8.0,,,,,,6.0,7.0,6.0,7.0,2630,586,76.29999999999993,482.77210769913995,32.0,0.5319824052123502,13.0,18.0,14.704103671706264,0.3890448646254887,0.0,0.0,0.0,112,0.3458262263409863,1.0147013987383748,4,4,4,2,0,0,0,0
747.0,14.0,male,Green,GreenGreen,familiar,deep,11.0,,,,,,5.0,8.0,5.0,7.0,2781,539,79.1,466.6808570008732,29.0,0.5116788387589492,14.0,17.0,13.388085106382979,0.3389706119835643,0.0,0.0,0.0,326,0.6422099715539411,1.059886005083083,1,0,0,0,6,6,4,2
750.0,30.0,male,Pink,PinkGreen,novel,deep,27.0,8.0,5.0,6.0,8.0,27.0,1.0,7.0,1.0,7.0,2326,434,77.9999999999999,508.1184641049455,31.0,0.5224521957159832,11.0,18.0,24.152313167259788,0.39043267304131873,0.0,0.0,0.0,96,0.4254080015306509,1.025653283809039,5,5,3,1,1,1,1,1
751.0,8.0,female,Green,GreenGreen,familiar,deep,13.0,,,,,,3.0,7.0,1.0,5.0,3407,1144,26.399999999999995,158.14986971898833,8.0,0.26848578265057027,4.0,7.0,27.653122648607976,0.405817829122124,0.0,0.0,0.0,172,0.5792730413950344,1.0481874422192363,1,1,1,0,3,3,3,3
752.0,29.0,female,Pink,PinkPink,familiar,deep,24.0,6.0,5.0,3.0,10.0,24.0,3.0,8.0,3.0,8.0,1920,450,81.59999999999991,507.0613189335807,31.0,0.5181331359818379,12.0,20.0,32.98974358974359,0.2729388220888695,0.0,0.0,0.0,136,0.33941894912655796,1.0198550741970938,4,3,2,2,2,2,1,0
753.0,12.0,male,Green,GreenPink,novel,deep,7.0,,,,,,8.0,9.0,2.0,9.0,3085,692,191.89999999999998,404.70176494483167,19.0,0.3734549143707771,9.0,13.0,16.827359180687637,0.38595633180916084,0.0,0.0,0.0,134,0.9242056412576806,1.1015552967107634,3,1,1,0,14,13,11,7
754.0,9.0,female,Pink,PinkGreen,novel,deep,12.0,,,,,,7.0,9.0,8.0,9.0,2073,1039,30.99999999999996,197.1757801967973,14.0,0.36820965454177124,6.0,9.0,58.485758275596616,0.37829630259038444,0.0,0.0,0.0,202,0.4231678354316732,1.0217869647459055,1,1,0,0,1,1,0,0
755.0,9.0,male,Pink,PinkGreen,novel,deep,11.0,,,,,,6.0,7.0,6.0,7.0,2548,748,62.99999999999997,305.93059477041663,24.0,0.4838856790735725,7.0,8.0,13.093394077448748,0.4407245084404868,0.0,0.0,0.0,184,0.38471320861918756,1.0230686464943306,1,1,0,0,3,3,3,3
756.0,41.0,male,Pink,PinkPink,familiar,deep,25.0,8.0,7.0,4.0,6.0,25.0,6.0,8.0,6.0,8.0,2213,466,78.59999999999991,502.69505106147585,34.0,0.5575656998877232,12.0,18.0,18.997805413313827,0.3400623142254093,0.0,0.0,0.0,134,0.3998231781217508,1.0165152553715435,5,5,5,2,1,0,0,0
757.0,39.0,female,Green,GreenGreen,familiar,deep,20.0,8.0,3.0,4.0,5.0,20.0,5.0,8.0,5.0,8.0,2936,303,98.4,586.4203450479431,35.0,0.5803395888499006,15.0,24.0,19.799412196914034,0.33207583062902096,0.0,0.0,0.0,140,0.34531216087490635,1.0160531329326306,5,3,2,1,0,0,0,0
758.0,57.0,male,Green,GreenPink,novel,deep,12.0,3.0,3.0,3.0,3.0,12.0,5.0,7.0,5.0,7.0,3007,420,99.1,541.0099931930098,38.0,0.5843118876576514,15.0,21.0,8.740768094534712,0.4014988621727126,0.0,0.0,0.0,147,0.2758421774768355,1.0100564097688118,1,1,0,0,3,3,2,2
759.0,11.0,male,Pink,PinkPink,familiar,deep,13.0,,,,,,7.0,8.0,7.0,8.0,2406,452,113.19999999999995,488.38818964709844,38.0,0.5597396445885652,12.0,17.0,12.938702779757662,0.44081930093473987,0.0,0.0,0.0,98,0.3555820388315564,1.0200186531484228,1,1,1,0,0,0,0,0
760.0,9.0,female,Pink,PinkGreen,novel,deep,11.0,,,,,,5.0,9.0,4.0,7.0,2322,606,63.499999999999936,401.49107436462486,30.0,0.516287307990033,11.0,14.0,11.331902718168813,0.4223698482645655,0.0,0.0,0.0,103,0.31172295076578366,1.0144430414757375,2,2,2,0,1,1,1,1
762.0,12.0,female,Pink,PinkGreen,novel,deep,18.0,,,,,,8.0,8.0,9.0,8.0,2249,1117,29.199999999999953,165.17173713351892,14.0,0.39260824071101447,6.0,8.0,38.72826086956522,0.34329112649442595,0.0,0.0,0.0,489,0.4404508266349039,1.0236468996528059,2,1,1,0,1,0,0,0
763.0,39.0,female,Green,GreenPink,novel,deep,10.0,5.0,1.0,2.0,2.0,10.0,5.0,8.0,2.0,7.0,2561,639,64.1,402.0344970449323,31.0,0.5267360256098026,12.0,15.0,7.973012399708242,0.3020772925774611,0.0,0.0,0.0,130,0.2595711706501198,1.008726237537187,2,2,1,0,3,3,2,2
764.0,11.0,male,Pink,PinkPink,familiar,deep,8.0,,,,,,7.0,8.0,7.0,9.0,2297,601,69.99999999999991,440.2553557537045,25.0,0.4683576132899515,12.0,18.0,24.747032640949556,0.3649191802577181,0.0,0.0,0.0,153,0.36512813041460285,1.016798753816045,4,3,3,2,1,1,1,1
765.0,43.0,male,Pink,PinkGreen,novel,deep,17.0,6.0,4.0,3.0,4.0,17.0,4.0,9.0,4.0,9.0,2401,862,45.49999999999994,241.05285665057613,22.0,0.47953059673232157,9.0,10.0,0.3707865168539326,0.42019727529608725,0.0,0.0,0.0,255,0.4087632459053378,1.0165980071677367,0,0,0,0,2,2,2,2
766.0,12.0,female,Pink,PinkPink,familiar,deep,12.0,,,,,,6.0,7.0,3.0,6.0,2436,644,68.89999999999992,413.55664033614704,34.0,0.5448570780816238,10.0,12.0,7.436293436293436,0.3647376475626513,0.0,0.0,0.0,206,0.36721580942820886,1.0169897965408272,3,3,2,0,0,0,0,0
767.0,8.0,male,Green,GreenGreen,familiar,deep,9.0,,,,,,6.0,9.0,7.0,5.0,3025,646,83.69999999999997,415.32532690147343,31.0,0.5122794971643466,11.0,12.0,2.0436067997043605,0.374487989180949,0.0,0.0,0.0,148,0.4064729515886242,1.0217316261974125,0,0,0,0,0,0,0,0
768.0,37.0,female,Pink,PinkPink,familiar,deep,28.0,9.0,5.0,6.0,8.0,28.0,2.0,9.0,2.0,9.0,1954,760,49.79999999999994,296.513979780501,25.0,0.49604157944351474,9.0,11.0,11.675714285714285,0.3765002820237792,0.0,0.0,0.0,101,0.353874933016152,1.0165687463968458,2,1,0,0,8,5,4,4
769.0,14.0,female,Pink,PinkPink,familiar,deep,15.0,,,,,,5.0,8.0,5.0,8.0,1994,605,68.69999999999992,444.7396506463282,25.0,0.47733884976296603,11.0,17.0,41.701075268817206,0.3184576904466054,0.0,0.0,0.0,106,0.4893373577243358,1.027746051129777,4,4,3,2,0,0,0,0
770.0,30.0,female,Green,GreenPink,novel,deep,20.0,6.0,5.0,6.0,3.0,20.0,4.0,7.0,4.0,7.0,2795,232,109.99999999999999,656.3736837910972,48.0,0.6382370608943979,14.0,18.0,8.177321156773212,0.34922399956098704,0.0,0.0,0.0,187,0.2117703100583326,1.005188864865005,0,0,0,0,0,0,0,0
771.0,12.0,male,Green,GreenGreen,familiar,deep,13.0,,,,,,5.0,8.0,5.0,8.0,3156,556,252.3,496.0939275140786,34.0,0.5344957741340126,12.0,17.0,21.721943048576215,0.3361769205649569,0.0,0.0,0.0,307,0.5251950040429324,1.038413072564444,1,0,0,0,1,1,1,1
772.0,9.0,female,Pink,PinkPink,familiar,deep,14.0,,,,,,5.0,7.0,7.0,5.0,2267,472,100.99999999999991,472.84350904196253,35.0,0.5263346978994582,12.0,16.0,24.047210300429185,0.4306267487965279,0.0,0.0,0.0,103,0.480514048155292,1.0309281815318148,3,3,1,0,4,3,3,2
773.0,47.0,female,Pink,PinkPink,familiar,deep,11.0,4.0,3.0,3.0,1.0,11.0,5.0,6.0,6.0,6.0,2959,1025,40.099999999999994,234.34887246228266,20.0,0.4674959282426098,5.0,5.0,0.0,0.2762562489575213,0.0,0.0,0.0,320,0.346474120062952,1.0098730839293846,1,1,1,0,0,0,0,0
774.0,12.0,male,Pink,PinkPink,familiar,deep,15.0,,,,,,7.0,9.0,8.0,9.0,2480,285,87.69999999999993,506.2277742298333,40.0,0.5864350002050093,12.0,15.0,7.88168210976479,0.457901409381477,0.0,0.0,0.0,98,0.3653942516764243,1.0101458809456956,1,1,1,0,1,1,1,1
775.0,38.0,female,Green,GreenPink,novel,deep,14.0,8.0,3.0,2.0,1.0,14.0,,,2.0,9.0,2724,1061,28.900000000000006,137.7782200020278,13.0,0.3874134193307786,7.0,8.0,0.07398373983739838,0.3203633505981575,0.0,0.0,0.0,271,0.29362867868481374,1.0136210743130927,0,0,0,0,4,4,3,3
776.0,40.0,male,Green,GreenPink,novel,deep,25.0,6.0,5.0,5.0,9.0,25.0,3.0,7.0,3.0,7.0,2285,573,64.19999999999992,367.09922084680113,32.0,0.5473702546276905,7.0,8.0,9.0345842531273,0.39246454124793106,0.0,0.0,0.0,142,0.3642764722253959,1.0143790850445318,2,2,2,0,2,2,2,2
777.0,8.0,male,Green,GreenGreen,familiar,deep,9.0,,,,,,8.0,7.0,5.0,8.0,3026,805,56.3,326.7375908583555,16.0,0.409809526368436,9.0,11.0,18.16522318454364,0.3574065636299587,0.0,0.0,0.0,0,0.8088498527683363,1.0771000970392604,4,2,1,0,3,3,2,1
778.0,8.0,female,Pink,PinkPink,familiar,deep,13.0,,,,,,3.0,9.0,3.0,9.0,2334,777,54.19999999999997,291.9904647726693,23.0,0.4837402750244083,9.0,11.0,19.84171475680132,0.41526550943708873,0.0,0.0,0.0,288,0.2716506882783522,1.0070457066699572,1,0,0,0,3,1,1,1
779.0,35.0,female,Green,GreenPink,novel,deep,22.0,6.0,3.0,5.0,8.0,22.0,7.0,3.0,8.0,7.0,2731,373,105.89999999999998,567.0345931588552,31.0,0.5328451270613015,8.0,17.0,47.0810606060606,0.3588183102540682,0.0,0.0,0.0,181,0.2935729235770368,1.013430611285349,3,1,0,0,2,2,2,2
780.0,43.0,female,Pink,PinkPink,familiar,deep,26.0,6.0,6.0,7.0,7.0,26.0,5.0,9.0,6.0,9.0,2223,731,54.89999999999995,337.90152658575545,22.0,0.49042254418398823,10.0,15.0,23.587939698492463,0.4059352358241864,0.0,0.0,0.0,307,0.2950290770882079,1.0136043139071784,1,1,1,0,2,1,1,1
781.0,9.0,female,Pink,PinkGreen,novel,deep,6.0,,,,,,3.0,9.0,3.0,9.0,2567,1007,39.79999999999997,237.11120431351424,24.0,0.45236839909166016,9.0,10.0,0.778125,0.3870093887064595,0.0,0.0,0.0,221,0.24555092084386493,1.0061332844973574,0,0,0,0,0,0,0,0
782.0,39.0,male,Green,GreenGreen,familiar,deep,24.0,7.0,5.0,4.0,8.0,24.0,6.0,8.0,6.0,8.0,2937,193,108.6,645.9109748609701,34.0,0.5548198469081879,14.0,22.0,31.46435709526982,0.3860180421074129,0.0,0.0,0.0,0,0.3763622501590651,1.0186491079580742,5,5,3,2,4,3,3,3
783.0,11.0,male,Pink,PinkPink,familiar,deep,12.0,,,,,,6.0,8.0,7.0,8.0,2379,507,179.39999999999995,455.9873256637973,35.0,0.5248868383374783,13.0,15.0,7.570301291248207,0.42542726285784993,0.0,0.0,0.0,107,0.49398306169155864,1.0299638896486414,3,3,3,2,2,2,2,1
784.0,8.0,female,Pink,PinkPink,familiar,deep,6.0,,,,,,5.0,9.0,5.0,9.0,2249,1047,28.199999999999967,159.28684692681165,11.0,0.3407728993899481,3.0,7.0,102.92653673163419,0.43440441090666065,0.0,0.0,0.0,167,0.41229219750553114,1.0273180495727607,0,0,0,0,5,4,4,4
785.0,14.0,male,Green,GreenGreen,familiar,deep,9.0,,,,,,3.0,7.0,2.0,6.0,2868,563,95.19999999999999,449.80046755565155,29.0,0.5207680181134449,13.0,17.0,15.50584567420109,0.346458174884814,0.0,0.0,0.0,218,0.5274896252923312,1.0422636772480356,2,2,2,1,3,3,1,1
786.0,9.0,male,Pink,PinkGreen,novel,deep,9.0,,,,,,2.0,8.0,3.0,8.0,1912,1026,34.59999999999995,214.14102976361488,19.0,0.3775907056187694,8.0,9.0,23.28271028037383,0.28397241596909195,0.0,0.0,0.0,217,0.5051859967430191,1.0250835797310893,1,1,1,1,0,0,0,0
787.0,13.0,male,Pink,PinkPink,familiar,deep,9.0,,,,,,5.0,8.0,6.0,7.0,2191,705,67.19999999999993,366.1685268744628,30.0,0.5175360399070471,12.0,14.0,5.456112852664577,0.37845892488824484,0.0,0.0,0.0,225,0.49399868392254576,1.0289896069400204,2,1,1,0,2,1,0,0
788.0,9.0,male,Green,GreenPink,novel,deep,9.0,,,,,,8.0,8.0,8.0,8.0,2718,958,41.199999999999996,244.80240365637354,13.0,0.3885550295924659,8.0,10.0,12.33114215283484,0.411054139815837,0.0,0.0,0.0,284,0.5086929238417617,1.0372391557418714,2,2,1,0,0,0,0,0
