Subject,Age,Sex,World,VE_sequence,NovelFamiliar,LearningType,NoveltySeeking,ExploratoryExcitability,Impulsiveness,Extravagance,Disorderliness,Total,ArousalPre,MoodPre,ArousalPost,MoodPost,TimeRaw,IdleSteps2d,DistanceTravelledY,DistanceTravelled2d_100ms,AreaCoveredRaw_14,RoamingEntropy_14,ObjectsVisited10,ObjectVisits10,RevisitingGagnon14,StepLengthCoeffVar,LagStepsPercent3xMedian,LagStepsPercent4xMedian,LagStepsPercent5xMedian,trimLoss,SinuosityRediscretized,FractalDimension,numTurningPointsFlight150,numTurningPointsFlight160,numTurningPointsFlight170,numTurningPointsFlight180,numTurningPointsRaw150,numTurningPointsRaw160,numTurningPointsRaw170,numTurningPointsRaw180
971.0,12.0,female,Pink,PinkGreen,novel,shallow,15.0,,,,,,7.0,9.0,,,2020,596,120.89999999999995,380.58272711140216,29.0,0.47454489338673234,9.0,12.0,20.038379530916846,0.3920905075684301,0.0,0.0,0.0,94,0.514885344939663,1.029044879692183,1,1,0,0,4,4,4,3
972.0,12.0,female,Pink,PinkPink,familiar,shallow,9.0,,,,,,7.0,8.0,7.0,8.0,2461,642,112.39999999999995,387.1794429016484,25.0,0.48838345736374433,10.0,12.0,7.328410689170183,0.42445221348574186,0.0,0.0,0.0,79,0.4603363555807115,1.0300242632820689,1,1,0,0,0,0,0,0
973.0,32.0,female,Green,GreenPink,novel,shallow,15.0,7.0,1.0,3.0,4.0,15.0,4.0,7.0,4.0,5.0,2774,677,68.9,389.59218833927025,32.0,0.5223994396126718,10.0,10.0,1.2605583392984967,0.35431517484376834,0.0007163323782234957,0.0,0.0,104,0.3846667258604627,1.027193130580848,0,0,0,0,2,2,2,2
974.0,30.0,male,Pink,PinkPink,familiar,shallow,18.0,8.0,3.0,1.0,6.0,18.0,7.0,7.0,6.0,7.0,2568,298,163.19999999999993,552.8588502846692,37.0,0.5816209442169151,9.0,12.0,11.768018018018019,0.4390702535359584,0.0,0.0,0.0,169,0.7007304105028508,1.0749730560437825,2,1,1,0,5,4,1,1
975.0,9.0,female,Green,GreenGreen,familiar,shallow,10.0,,,,,,7.0,9.0,7.0,7.0,3427,1102,88.5,186.9493847898598,11.0,0.2750779878757358,5.0,7.0,62.2406015037594,0.4398190746789335,0.0,0.0,0.0,171,0.39637142691359883,1.027753487998213,1,0,0,0,0,0,0,0
977.0,57.0,male,Pink,PinkGreen,novel,shallow,18.0,6.0,4.0,3.0,5.0,18.0,1.0,7.0,1.0,7.0,2189,1159,28.699999999999967,141.92208684240518,15.0,0.38148201640753493,6.0,6.0,1.8057705840957072,0.38665606054804447,0.0,0.0,0.0,80,0.4288514777084692,1.0343063352699406,0,0,0,0,0,0,0,0
978.0,18.0,female,Green,GreenGreen,familiar,shallow,25.0,9.0,7.0,4.0,5.0,25.0,6.0,8.0,8.0,8.0,3005,558,85.9,464.8907163522274,38.0,0.5721395940109232,12.0,14.0,6.488453463960812,0.32339303764124205,0.0,0.0,0.0,72,0.3518119085577621,1.016709459050238,1,1,1,0,1,1,0,0
979.0,22.0,female,Pink,PinkPink,familiar,shallow,13.0,4.0,2.0,3.0,4.0,13.0,3.0,7.0,4.0,7.0,2297,581,65.69999999999993,393.2439225535061,32.0,0.52595496278916,13.0,14.0,5.1437456807187285,0.4203088403872042,0.0,0.0,0.0,54,0.38102227589062543,1.0190535621793455,1,1,1,0,3,2,2,2
980.0,24.0,male,Green,GreenPink,novel,shallow,14.0,5.0,1.0,2.0,6.0,14.0,1.0,6.0,2.0,6.0,3187,688,78.79999999999998,417.57969337135773,25.0,0.39884288018964537,8.0,12.0,37.73531493276716,0.40649823988864464,0.0,0.0,0.0,88,0.4821245480685695,1.0273818610615044,2,1,1,0,9,8,6,6
981.0,20.0,male,Green,GreenGreen,familiar,shallow,25.0,7.0,7.0,7.0,4.0,25.0,5.0,7.0,5.0,7.0,2965,480,124.9,687.008199036552,37.0,0.5487341915275871,17.0,24.0,15.840277777777779,0.5570964713319039,0.004633204633204633,0.0,0.0,205,0.6328500721822227,1.0476696670369894,1,1,0,0,2,1,0,0
983.0,24.0,male,Pink,PinkGreen,novel,shallow,23.0,4.0,3.0,7.0,9.0,23.0,4.0,8.0,4.0,8.0,2364,429,115.99999999999987,778.2718478332836,47.0,0.5922648288722021,16.0,26.0,11.11837048424289,0.5247206212834918,0.0007692307692307692,0.0,0.0,200,0.3666931717874105,1.0197435687380754,4,4,2,0,3,1,0,0
984.0,18.0,female,Green,GreenPink,novel,shallow,11.0,5.0,0.0,5.0,1.0,11.0,2.0,7.0,3.0,7.0,2580,664,90.0,385.39145484733217,25.0,0.5103004830096322,8.0,11.0,18.868970482361412,0.32131061113434917,0.0,0.0,0.0,112,0.3184172384072779,1.0121996018625241,1,0,0,0,0,0,0,0
985.0,18.0,female,Pink,PinkPink,familiar,shallow,16.0,5.0,5.0,1.0,5.0,16.0,3.0,8.0,3.0,7.0,2454,398,90.79999999999993,512.9529343854231,44.0,0.5989569628766307,13.0,15.0,3.216423637759018,0.4084473383117791,0.0,0.0,0.0,198,0.2921298344815643,1.011256002183155,0,0,0,0,1,1,1,0
